github.com/AlDanial/cloc v 2.06  T=22.46 s (346.9 files/s, 62200.7 lines/s)
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
File                                                                                                                                                                                                         blank        comment           code
./server/sonar-ce-task-projectanalysis/src/test/java/org/sonar/ce/task/projectanalysis/qualitygate/QualityGateStatusHolderImplTest.java                                                                         17             20             72
./server/sonar-ce-task/src/test/java/org/sonar/ce/task/CeTaskComponentTest.java                                                                                                                                 13             19             72
./server/sonar-ce/src/test/java/org/sonar/ce/StandaloneCeDistributedInformationTest.java                                                                                                                        13             19             72
./server/sonar-db-core/src/main/java/org/sonar/db/ResultSetIterator.java                                                                                                                                        12             29             72
./server/sonar-db-dao/src/it/java/org/sonar/db/ce/CeTaskInputDaoIT.java                                                                                                                                         17             19             72
./server/sonar-db-dao/src/it/java/org/sonar/db/notification/NotificationQueueDaoIT.java                                                                                                                         22             19             72
./server/sonar-db-dao/src/main/java/org/sonar/db/audit/model/GroupEditorNewValue.java                                                                                                                           13             25             72
./server/sonar-db-dao/src/main/java/org/sonar/db/audit/model/UserEditorNewValue.java                                                                                                                            13             25             72
./server/sonar-db-dao/src/main/java/org/sonar/db/audit/model/UserGroupNewValue.java                                                                                                                             17             31             72
./server/sonar-db-dao/src/main/java/org/sonar/db/property/InternalComponentPropertyDto.java                                                                                                                     17             19             72
./server/sonar-db-dao/src/main/java/org/sonar/db/purge/PurgeableAnalysisDto.java                                                                                                                                16             22             72
./server/sonar-db-dao/src/main/java/org/sonar/db/qualityprofile/QProfileEditGroupsDao.java                                                                                                                      18             19             72
./server/sonar-db-dao/src/main/java/org/sonar/db/rule/DeprecatedRuleKeyDto.java                                                                                                                                 18             54             72
./server/sonar-db-dao/src/main/java/org/sonar/db/user/GroupQuery.java                                                                                                                                           17             19             72
./server/sonar-process/src/test/java/org/sonar/process/LoggingRule.java                                                                                                                                         14             19             72
./server/sonar-server-common/src/it/java/org/sonar/server/setting/ProjectConfigurationLoaderImplIT.java                                                                                                         19             19             72
./server/sonar-server-common/src/main/java/org/sonar/server/measure/ImpactMeasureBuilder.java                                                                                                                   17             26             72
./server/sonar-server-common/src/main/java/org/sonar/server/webhook/HttpUrlHelper.java                                                                                                                          10             30             72
./server/sonar-server-common/src/test/java/org/sonar/server/project/VisibilityServiceTest.java                                                                                                                  19             19             72
./server/sonar-server-common/src/testFixtures/java/org/sonar/server/issue/IssueDocTesting.java                                                                                                                  10             25             72
./server/sonar-telemetry-core/src/test/java/org/sonar/telemetry/core/TelemetryClientTest.java                                                                                                                   16             19             72
./server/sonar-webserver-api/src/main/java/org/sonar/server/qualitygate/changeevent/QGChangeEventListenersImpl.java                                                                                             17             26             72
./server/sonar-webserver-auth/src/main/java/org/sonar/server/authentication/DefaultAdminCredentialsVerifierImpl.java                                                                                            13             22             72
./server/sonar-webserver-core/src/test/java/org/sonar/server/platform/DatabaseServerCompatibilityTest.java                                                                                                      15             20             72
./server/sonar-webserver-pushapi/src/main/java/org/sonar/server/pushapi/ServerPushClient.java                                                                                                                   17             19             72
./server/sonar-webserver-webapi/src/it/java/org/sonar/server/permission/ws/BasePermissionWsIT.java                                                                                                              16             19             72
./server/sonar-webserver-webapi/src/it/java/org/sonar/server/project/ws/UpdateDefaultVisibilityActionIT.java                                                                                                    17             19             72
./server/sonar-webserver-webapi/src/main/java/org/sonar/server/ce/ws/ComponentAction.java                                                                                                                        9             19             72
./server/sonar-webserver-webapi/src/main/java/org/sonar/server/dismissmessage/ws/DismissAction.java                                                                                                             13             19             72
./server/sonar-webserver-webapi/src/main/java/org/sonar/server/measure/live/ComponentIndexImpl.java                                                                                                             12             25             72
./server/sonar-webserver-webapi/src/main/java/org/sonar/server/user/ws/UpdateLoginAction.java                                                                                                                   12             19             72
./server/sonar-webserver-webapi/src/test/java/org/sonar/server/plugins/ws/DownloadActionTest.java                                                                                                               13             19             72
./sonar-core/src/test/java/org/sonar/core/issue/IssueChangeContextTest.java                                                                                                                                     17             19             72
./sonar-plugin-api-impl/src/test/java/org/sonar/api/batch/sensor/error/internal/DefaultAnalysisErrorTest.java                                                                                                   14             23             72
./sonar-scanner-engine/src/it/java/org/sonar/scanner/mediumtest/properties/UnsupportedPropertiesMediumIT.java                                                                                                   17             20             72
./sonar-scanner-engine/src/main/java/org/sonar/scanner/repository/DefaultQualityProfileLoader.java                                                                                                              14             19             72
./sonar-scanner-engine/src/main/java/org/sonar/scanner/scan/filesystem/ModuleInputComponentStore.java                                                                                                           13             19             72
./sonar-scanner-engine/src/test/java/org/sonar/scanner/scan/DefaultInputModuleHierarchyTest.java                                                                                                                19             19             72
./server/sonar-auth-ldap/src/it/java/org/sonar/auth/ldap/KerberosIT.java                                                                                                                                        19             31             71
./server/sonar-ce-task-projectanalysis/src/it/java/org/sonar/ce/task/projectanalysis/component/ComponentUuidFactoryImplIT.java                                                                                  22             20             71
./server/sonar-ce-task-projectanalysis/src/main/java/org/sonar/ce/task/projectanalysis/source/linereader/DuplicationLineReader.java                                                                             15             36             71
./server/sonar-ce-task-projectanalysis/src/test/java/org/sonar/ce/task/projectanalysis/issue/CloseIssuesOnRemovedComponentsVisitorTest.java                                                                     15             19             71
./server/sonar-ce-task-projectanalysis/src/test/java/org/sonar/ce/task/projectanalysis/qualityprofile/QualityProfileTextGeneratorTest.java                                                                       9             21             71
./server/sonar-ce/src/test/java/org/sonar/ce/ComputeEngineImplTest.java                                                                                                                                         18             19             71
./server/sonar-ce/src/test/java/org/sonar/ce/monitoring/CEQueueStatusImplConcurrentTest.java                                                                                                                    12             19             71
./server/sonar-ce/src/test/java/org/sonar/ce/taskprocessor/CeWorkerFactoryImplTest.java                                                                                                                         17             19             71
./server/sonar-db-dao/src/main/java/org/sonar/db/MyBatisConfBuilder.java                                                                                                                                        13             19             71
./server/sonar-db-dao/src/test/java/org/sonar/db/ce/CeQueueDtoTest.java                                                                                                                                         16             19             71
./server/sonar-db-migration/src/test/java/org/sonar/server/platform/db/migration/engine/MigrationEngineImplTest.java                                                                                            13             19             71
./server/sonar-process/src/test/java/org/sonar/process/test/StandardProcess.java                                                                                                                                14             25             71
./server/sonar-webserver-auth/src/test/java/org/sonar/server/user/SystemPasscodeImplTest.java                                                                                                                   19             19             71
./server/sonar-webserver-common/src/it/java/org/sonar/server/common/permission/DefaultTemplatesResolverImplIT.java                                                                                              20             19             71
./server/sonar-webserver-core/src/main/java/org/sonar/server/rule/registration/RulesKeyVerifier.java                                                                                                            15             25             71
./server/sonar-webserver-webapi/src/main/java/org/sonar/server/badge/ws/TokenAction.java                                                                                                                        13             19             71
./server/sonar-webserver-webapi/src/main/java/org/sonar/server/ce/ws/CancelAction.java                                                                                                                          10             19             71
./server/sonar-webserver-webapi/src/main/java/org/sonar/server/dismissmessage/ws/CheckAction.java                                                                                                               11             19             71
./server/sonar-webserver-webapi/src/main/java/org/sonar/server/permission/ws/template/AddGroupToTemplateAction.java                                                                                             10             19             71
./server/sonar-webserver-webapi/src/main/java/org/sonar/server/projectanalysis/ws/DeleteEventAction.java                                                                                                        10             19             71
./server/sonar-webserver-webapi/src/main/java/org/sonar/server/qualitygate/ws/QualityGatesWsSupport.java                                                                                                        18             19             71
./server/sonar-webserver-webapi/src/main/java/org/sonar/server/qualitygate/ws/UpdateConditionAction.java                                                                                                        10             19             71
./server/sonar-webserver-webapi/src/main/java/org/sonar/server/qualityprofile/ws/RemoveGroupAction.java                                                                                                         11             19             71
./server/sonar-webserver-webapi/src/main/java/org/sonar/server/qualityprofile/ws/RemoveUserAction.java                                                                                                          11             19             71
./server/sonar-webserver-webapi/src/main/java/org/sonar/server/user/ws/UserJsonWriter.java                                                                                                                      12             25             71
./server/sonar-webserver-webapi/src/test/java/org/sonar/server/issue/ResultTest.java                                                                                                                            16             19             71
./server/sonar-webserver-webapi/src/test/java/org/sonar/server/platform/ws/ChangeLogLevelActionTest.java                                                                                                        19             19             71
./sonar-core/src/main/java/org/sonar/core/util/Slug.java                                                                                                                                                        16             19             71
./sonar-core/src/test/java/org/sonar/core/issue/tracking/AnticipatedTransitionTrackerTest.java                                                                                                                  17             20             71
./sonar-duplications/src/main/java/org/sonar/duplications/index/DataUtils.java                                                                                                                                  13             32             71
./sonar-duplications/src/test/java/org/sonar/duplications/statement/StatementChannelTest.java                                                                                                                   12             19             71
./sonar-scanner-engine/src/main/java/org/sonar/batch/bootstrapper/LoggingConfiguration.java                                                                                                                     20             22             71
./sonar-scanner-engine/src/main/java/org/sonar/scanner/bootstrap/ScannerPluginJarExploder.java                                                                                                                  10             21             71
./sonar-scanner-engine/src/test/java/org/sonar/scanner/bootstrap/ScannerPluginJarExploderTest.java                                                                                                              14             19             71
./plugins/sonar-xoo-plugin/src/main/java/org/sonar/xoo/coverage/AbstractCoverageSensor.java                                                                                                                      8             19             70
./server/sonar-ce-task-projectanalysis/src/main/java/org/sonar/ce/task/projectanalysis/component/CrawlerDepthLimit.java                                                                                         14             28             70
./server/sonar-ce-task-projectanalysis/src/main/java/org/sonar/ce/task/projectanalysis/event/Event.java                                                                                                         17             19             70
./server/sonar-ce-task-projectanalysis/src/test/java/org/sonar/ce/task/projectexport/component/ComponentRepositoryImplTest.java                                                                                 21             19             70
./server/sonar-ce-task-projectanalysis/src/test/java/org/sonar/ce/task/projectexport/steps/ExportPluginsStepTest.java                                                                                           19             20             70
./server/sonar-db-migration/src/it/java/org/sonar/server/platform/db/migration/version/v202503/PopulateKnownPackageColumnForScaReleasesTableIT.java                                                             14             19             70
./server/sonar-db-migration/src/main/java/org/sonar/server/platform/db/migration/step/SelectImpl.java                                                                                                            8             20             70
./server/sonar-main/src/main/java/org/sonar/application/process/StreamGobbler.java                                                                                                                              12             28             70
./server/sonar-server-common/src/test/java/org/sonar/server/platform/ServerFileSystemImplTest.java                                                                                                              17             19             70
./server/sonar-webserver-api/src/main/java/org/sonar/server/http/JakartaHttpResponse.java                                                                                                                       17             22             70
./server/sonar-webserver-auth/src/it/java/org/sonar/server/authentication/UserLastConnectionDatesUpdaterImplIT.java                                                                                             25             19             70
./server/sonar-webserver-core/src/main/java/org/sonar/server/platform/monitoring/EsStateSection.java                                                                                                            11             19             70
./server/sonar-webserver-core/src/test/java/org/sonar/server/platform/db/migration/DatabaseMigrationImplTest.java                                                                                               20             25             70
./server/sonar-webserver-monitoring/src/main/java/org/sonar/server/monitoring/ElasticSearchMetricTask.java                                                                                                      11             19             70
./server/sonar-webserver-webapi/src/it/java/org/sonar/server/badge/ws/TokenActionIT.java                                                                                                                        23             21             70
./server/sonar-webserver-webapi/src/main/java/org/sonar/server/platform/ws/MigrateDbAction.java                                                                                                                  8             22             70
./server/sonar-webserver-webapi/src/main/java/org/sonar/server/projectlink/ws/DeleteAction.java                                                                                                                 12             19             70
./server/sonar-webserver-webapi/src/main/java/org/sonar/server/qualitygate/ws/CreateConditionAction.java                                                                                                        12             19             70
./server/sonar-webserver-webapi/src/test/java/org/sonar/server/issue/ws/anticipatedtransition/AnticipatedTransitionHandlerTest.java                                                                             16             25             70
./server/sonar-webserver/src/main/java/org/sonar/server/platform/web/UserSessionFilter.java                                                                                                                     10             21             70
./server/sonar-webserver/src/main/java/org/sonar/server/platform/web/WebPagesCache.java                                                                                                                         15             20             70
./server/sonar-webserver/src/test/java/org/sonar/server/platform/telemetry/TelemetryIpv6EnabledProviderTest.java                                                                                                19             19             70
./sonar-core/src/main/java/org/sonar/core/sarif/SarifSerializerImpl.java                                                                                                                                        10             19             70
./sonar-duplications/src/test/java/org/sonar/duplications/block/BlockChunkerTestCase.java                                                                                                                       12             61             70
./sonar-plugin-api-impl/src/test/java/org/sonar/api/batch/fs/internal/fs/PathPatternTest.java                                                                                                                   19             21             70
./sonar-plugin-api-impl/src/test/java/org/sonar/api/impl/ws/SimpleGetRequestTest.java                                                                                                                           21             19             70
./sonar-scanner-engine/src/main/java/org/sonar/scanner/issue/DefaultFilterableIssue.java                                                                                                                        15             19             70
./sonar-scanner-engine/src/main/java/org/sonar/scanner/repository/ReferenceBranchSupplier.java                                                                                                                  13             21             70
./sonar-scanner-engine/src/test/java/org/sonar/scanner/report/ContextPropertiesPublisherTest.java                                                                                                               12             19             70
./sonar-scanner-engine/src/test/java/org/sonar/scanner/rule/ActiveRulesBuilderTest.java                                                                                                                         12             20             70
./sonar-ws/src/main/java/org/sonarqube/ws/client/measures/SearchHistoryRequest.java                                                                                                                             19             53             70
./sonar-ws/src/main/java/org/sonarqube/ws/client/permissions/BulkApplyTemplateRequest.java                                                                                                                      19             63             70
./sonar-ws/src/main/java/org/sonarqube/ws/client/projects/SearchRequest.java                                                                                                                                    19             65             70
./sonar-ws/src/main/java/org/sonarqube/ws/client/usergroups/UserGroupsService.java                                                                                                                              10             71             70
./sonar-ws/src/test/java/org/sonarqube/ws/client/BaseServiceTest.java                                                                                                                                           22             20             70
./plugins/sonar-education-plugin/src/main/java/org/sonar/education/sensors/EducationRuleSensor.java                                                                                                              9             19             69
./server/sonar-ce-task-projectanalysis/src/main/java/org/sonar/ce/task/projectanalysis/source/FileSourceDataComputer.java                                                                                       15             19             69
./server/sonar-ce-task-projectanalysis/src/main/java/org/sonar/ce/task/projectanalysis/source/FileSourceDataWarnings.java                                                                                       13             19             69
./server/sonar-ce/src/test/java/org/sonar/ce/platform/CECoreExtensionsInstallerTest.java                                                                                                                        22             19             69
./server/sonar-db-dao/src/main/java/org/sonar/db/audit/model/PermissionNewValue.java                                                                                                                            20             31             69
./server/sonar-db-dao/src/main/java/org/sonar/db/component/ApplicationProjectsDao.java                                                                                                                          16             19             69
./server/sonar-db-dao/src/main/java/org/sonar/db/rule/RuleParamDto.java                                                                                                                                         20             21             69
./server/sonar-db-dao/src/main/java/org/sonar/db/source/FileSourceDao.java                                                                                                                                      12             26             69
./server/sonar-db-dao/src/test/java/org/sonar/db/purge/period/IntervalTest.java                                                                                                                                 18             19             69
./server/sonar-server-common/src/main/java/org/sonar/server/issue/workflow/securityhotspot/SecurityHotspotWorkflow.java                                                                                         11             19             69
./server/sonar-server-common/src/main/java/org/sonar/server/platform/serverid/MacAddressProvider.java                                                                                                           12             28             69
./server/sonar-webserver-api/src/test/java/org/sonar/server/plugins/UpdateCenterClientTest.java                                                                                                                 16             19             69
./server/sonar-webserver-webapi-v2/src/main/java/org/sonar/server/v2/api/email/config/controller/EmailConfigurationController.java                                                                               9             19             69
./server/sonar-webserver-webapi-v2/src/main/java/org/sonar/server/v2/api/github/config/controller/GithubConfigurationController.java                                                                             9             19             69
./server/sonar-webserver-webapi-v2/src/main/java/org/sonar/server/v2/api/gitlab/config/controller/GitlabConfigurationController.java                                                                             9             19             69
./server/sonar-webserver-webapi-v2/src/main/java/org/sonar/server/v2/config/PlatformLevel4WebConfig.java                                                                                                         4             19             69
./server/sonar-webserver-webapi/src/it/java/org/sonar/server/issue/IssueFinderIT.java                                                                                                                           17             19             69
./server/sonar-webserver-webapi/src/main/java/org/sonar/server/plugins/ws/PluginUpdateAggregator.java                                                                                                           18             20             69
./server/sonar-webserver-webapi/src/main/java/org/sonar/server/source/ws/IndexAction.java                                                                                                                        9             19             69
./server/sonar-webserver-webapi/src/main/java/org/sonar/server/usergroups/ws/DeleteAction.java                                                                                                                  11             19             69
./sonar-scanner-engine/src/it/java/org/sonar/scanner/mediumtest/log/ExceptionHandlingMediumIT.java                                                                                                              14             19             69
./sonar-scanner-engine/src/main/java/org/sonar/scanner/bootstrap/EnvironmentConfig.java                                                                                                                         10             20             69
./sonar-scanner-engine/src/main/java/org/sonar/scanner/util/ProgressReport.java                                                                                                                                 13             20             69
./sonar-scanner-engine/src/test/java/org/sonar/scanner/extension/ScannerCoreExtensionsInstallerTest.java                                                                                                        22             19             69
./sonar-scanner-engine/src/test/java/org/sonar/scm/svn/SvnConfigurationTest.java                                                                                                                                23             19             69
./sonar-ws/src/main/java/org/sonarqube/ws/client/github/configuration/GithubConfigurationService.java                                                                                                           10             19             69
./sonar-ws/src/main/java/org/sonarqube/ws/client/projectanalyses/SearchRequest.java                                                                                                                             19             59             69
./plugins/sonar-xoo-plugin/src/main/java/org/sonar/xoo/rule/OneExternalIssuePerLineSensor.java                                                                                                                   5             20             68
./plugins/sonar-xoo-plugin/src/main/java/org/sonar/xoo/rule/OneVulnerabilityPerSecurityStandardSensor.java                                                                                                      14             23             68
./server/sonar-alm-client/src/main/java/org/sonar/alm/client/gitlab/Project.java                                                                                                                                21             22             68
./server/sonar-ce-task-projectanalysis/src/main/java/org/sonar/ce/task/projectanalysis/measure/PostMeasuresComputationChecksStep.java                                                                           14             24             68
./server/sonar-ce-task-projectanalysis/src/main/java/org/sonar/ce/task/projectanalysis/notification/ReportAnalysisFailureNotificationEmailTemplate.java                                                         16             19             68
./server/sonar-ce-task-projectanalysis/src/test/java/org/sonar/ce/task/projectanalysis/source/SignificantCodeRepositoryTest.java                                                                                15             20             68
./server/sonar-ce/src/main/java/org/sonar/ce/httpd/CeHttpServer.java                                                                                                                                            10             24             68
./server/sonar-ce/src/main/java/org/sonar/ce/logging/ChangeLogLevelHttpAction.java                                                                                                                              12             19             68
./server/sonar-db-core/src/main/java/org/sonar/db/dialect/AbstractDialect.java                                                                                                                                  13             19             68
./server/sonar-db-dao/src/main/java/org/sonar/db/audit/model/PersonalAccessTokenNewValue.java                                                                                                                   16             31             68
./server/sonar-db-dao/src/main/java/org/sonar/db/ce/CeActivityDao.java                                                                                                                                          20             22             68
./server/sonar-db-dao/src/main/java/org/sonar/db/entity/EntityDto.java                                                                                                                                          18             27             68
./server/sonar-db-dao/src/main/java/org/sonar/db/metric/MetricDao.java                                                                                                                                          20             23             68
./server/sonar-db-dao/src/main/java/org/sonar/db/permission/template/PermissionTemplateUserDto.java                                                                                                             18             19             68
./server/sonar-db-migration/src/main/java/org/sonar/server/platform/db/migration/step/MassRowSplitter.java                                                                                                      14             24             68
./server/sonar-server-common/src/main/java/org/sonar/server/notification/NotificationManager.java                                                                                                               19             42             68
./server/sonar-server-common/src/main/java/org/sonar/server/platform/ServerFileSystemImpl.java                                                                                                                  16             20             68
./server/sonar-server-common/src/test/java/org/sonar/server/issue/notification/FPOrAcceptedNotificationTest.java                                                                                                 6             19             68
./server/sonar-server-common/src/testFixtures/java/org/sonar/server/component/ComponentTypesRule.java                                                                                                           17             19             68
./server/sonar-webserver-api/src/main/java/org/sonar/server/qualitygate/changeevent/QGChangeEvent.java                                                                                                          14             19             68
./server/sonar-webserver-auth/src/test/java/org/sonar/server/authentication/BaseContextFactoryTest.java                                                                                                         18             19             68
./server/sonar-webserver-common/src/main/java/org/sonar/server/common/UpdatedValue.java                                                                                                                         13             19             68
./server/sonar-webserver-common/src/test/java/org/sonar/server/common/health/EsStatusClusterCheckTest.java                                                                                                      19             19             68
./server/sonar-webserver-core/src/main/java/org/sonar/server/platform/SystemInfoWriterModule.java                                                                                                                9             19             68
./server/sonar-webserver-webapi-v2/src/main/java/org/sonar/server/v2/config/CommonWebConfig.java                                                                                                                 8             31             68
./server/sonar-webserver-webapi-v2/src/test/java/org/sonar/server/v2/api/analysis/service/ScannerEngineHandlerImplTest.java                                                                                     20             19             68
./server/sonar-webserver-webapi/src/it/java/org/sonar/server/setting/ws/CheckSecretKeyActionIT.java                                                                                                             18             19             68
./server/sonar-webserver-webapi/src/main/java/org/sonar/server/branch/ws/DeleteAction.java                                                                                                                      12             19             68
./server/sonar-webserver-webapi/src/main/java/org/sonar/server/project/ws/DeleteAction.java                                                                                                                     11             20             68
./server/sonar-webserver-webapi/src/main/java/org/sonar/server/qualitygate/ws/CopyAction.java                                                                                                                   13             19             68
./server/sonar-webserver-webapi/src/main/java/org/sonar/server/usergroups/ws/RemoveUserAction.java                                                                                                               9             19             68
./sonar-core/src/main/java/org/sonar/core/util/ProgressLogger.java                                                                                                                                              17             32             68
./sonar-core/src/test/java/org/sonar/core/util/ContextExceptionTest.java                                                                                                                                        12             19             68
./sonar-scanner-engine/src/it/java/org/sonar/scanner/mediumtest/symbol/SymbolMediumIT.java                                                                                                                      16             21             68
./sonar-scanner-engine/src/test/java/org/sonar/scanner/WsTestUtil.java                                                                                                                                          14             19             68
./sonar-scanner-engine/src/test/java/org/sonar/scanner/sca/ScaPropertiesTest.java                                                                                                                               13             19             68
./sonar-ws/src/main/java/org/sonarqube/ws/client/sources/SourcesService.java                                                                                                                                     9             64             68
./sonar-ws/src/testFixtures/java/org/sonarqube/ws/tester/MeasureTester.java                                                                                                                                     15             22             68
./sonar-ws/src/testFixtures/java/org/sonarqube/ws/tester/ProjectTester.java                                                                                                                                     14             19             68
./server/sonar-auth-github/src/main/java/org/sonar/auth/github/GithubAppConfiguration.java                                                                                                                      16             29             67
./server/sonar-ce-task-projectanalysis/src/test/java/org/sonar/ce/task/projectanalysis/step/ReportComplexityMeasuresStepTest.java                                                                               14             19             67
./server/sonar-db-dao/src/main/java/org/sonar/db/qualityprofile/ActiveRuleParamDto.java                                                                                                                         16             20             67
./server/sonar-db-dao/src/main/java/org/sonar/db/rule/RuleImpactChangeDto.java                                                                                                                                  19             19             67
./server/sonar-db-dao/src/test/java/org/sonar/db/measure/MeasureTreeQueryTest.java                                                                                                                              15             19             67
./server/sonar-db-migration/src/it/java/org/sonar/server/platform/db/migration/history/MigrationHistoryImplIT.java                                                                                              17             19             67
./server/sonar-db-migration/src/it/java/org/sonar/server/platform/db/migration/sql/DbPrimaryKeyConstraintFinderIT.java                                                                                          16             19             67
./server/sonar-db-migration/src/main/java/org/sonar/server/platform/db/migration/charset/SqlExecutor.java                                                                                                       11             19             67
./server/sonar-db-migration/src/test/java/org/sonar/server/platform/db/migration/charset/DatabaseCharsetCheckerTest.java                                                                                        15             19             67
./server/sonar-main/src/main/java/org/sonar/application/NodeLifecycle.java                                                                                                                                      17             31             67
./server/sonar-main/src/main/java/org/sonar/application/process/ManagedProcessLifecycle.java                                                                                                                    11             19             67
./server/sonar-main/src/test/java/org/sonar/application/TestAppState.java                                                                                                                                       15             22             67
./server/sonar-server-common/src/main/java/org/sonar/server/es/searchrequest/SubAggregationHelper.java                                                                                                          12             21             67
./server/sonar-server-common/src/main/java/org/sonar/server/platform/UrlSettings.java                                                                                                                           14             21             67
